species,atoll,status,reference,Order,Family
Tridax procumbens L.,Diego Garcia,I,"Fosberg, F.R., & Bullock, A.A. (1971) List of Diego Garcia vascular plants",Asterales,Asteraceae
Tridax procumbens L.,Eniwetok,I,"Fosberg, F.R. (1990) A review of the natural history of the Marshall Islands",Asterales,Asteraceae
Tridax procumbens L.,Funafuti,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Asterales,Asteraceae
Tridax procumbens L.,Glorioso,I,"Boullet, V., Hivert, J., & Gigord, L.D.B. (2018) An updated account of the vascular flora of the Iles Eparses (Southwest Indian Ocean)",Asterales,Asteraceae
Tridax procumbens L.,Kavaratti,I,"Sivadas, P., Narayanan, B., & Sviaprasad, K. (1983) An account of the vegetation of Kavaratti Island, Laccadives",Asterales,Asteraceae
Tridax procumbens L.,Kiritimati,I,"Wester, L. (1985) Checklist of the vascular flora of the Northern Line Islands",Asterales,Asteraceae
Tridax procumbens L.,Kwajalein,I,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Asterales,Asteraceae
Tridax procumbens L.,Midway,I,"Starr, F., Starr, K., & Loope, L. (2006) Annotated checklist of the vascular plants on Midway Atoll, Hawaii",Asterales,Asteraceae
Tridax procumbens L.,Moruroa,I,"Meyer, J.-Y. (2007) Rapport de mission a Moruroa du 30 Janvier au 02 Fevrier 2007 - mise au point de méthodes de lutte contre le 'aito (Casuarina equisetifolia)",Asterales,Asteraceae
Tridax procumbens L.,Orona,I,"Fosberg, F.R., & Stoddart, D.R. (1994) Flora of the Phoenix Islands, Central Pacific",Asterales,Asteraceae
Tridax procumbens L.,Rongelap,I,"Releford, J.S., et al. (2009) Flora of Rongelap and Ailinginae Atolls, Republic of the Marshall Islands",Asterales,Asteraceae
Tridax procumbens L.,St. Joseph,I,"Stoddart, D.R., Coe, M.J., & Fosberg, F.R. (1979) D'Arros and St. Joseph, Amirante Islands",Asterales,Asteraceae
Tridax procumbens L.,Surprise,I,"Caut, S., Angulo, E., & Courchamp, F. (2009) Avoiding surprise effects on Surprise Island - alien species control in a multritrophic level perspective",Asterales,Asteraceae
Tridax procumbens L.,Tarawa,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Asterales,Asteraceae
Tridax procumbens L.,Ulithi,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Asterales,Asteraceae
Tridax procumbens L.,Vaitupu,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Asterales,Asteraceae
Tridax procumbens L.,Willis,I,"Batianoff, G.N., et al. (2009) Plant strategies, dispersal and origina of flora at the northern Coral Sea Islands Territory, Australia",Asterales,Asteraceae
Verbesina encelioides (Cav.) Benth. & Hook.fil. ex A.Gray,Kiritimati,I,"Wester, L. (1985) Checklist of the vascular flora of the Northern Line Islands",Asterales,Asteraceae
Verbesina encelioides (Cav.) Benth. & Hook.fil. ex A.Gray,Kure,I,"Starr, F., Martz, K., & Loope, L. (2001) Botanical inventory of Kure Atoll",Asterales,Asteraceae
Verbesina encelioides (Cav.) Benth. & Hook.fil. ex A.Gray,Midway,I,"Starr, F., Starr, K., & Loope, L. (2006) Annotated checklist of the vascular plants on Midway Atoll, Hawaii",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Addu,N,"Fosberg, F.R., Groves, E.W., & Sigee, D.C. (1966) List of Addu vascular plants",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Ailinginae,N,"Releford, J.S., et al. (2009) Flora of Rongelap and Ailinginae Atolls, Republic of the Marshall Islands",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Ailuk,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Aldabra,N,"Gibson, C.W.D. & Phillipson, J. (1983) The vegetation of Aldabra atoll - preliminary analysis and explanation of the vegetation map",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Ant,N,"Glassman, S.F. (1953) New plant records from the Eastern Caroline Islands, with a comparative study of the native plant names",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Arno,N,"Anderson, D. (1951) The plants of Arno Atoll, Marshall Islands",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Ashmore,N,"Pike, G.D., & Leach, G.J. (1997) Handbook of the vascular plants of Ashmore and Cartier Islands",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Bikini,N,"Fosberg, F.R. (1990) A review of the natural history of the Marshall Islands",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,South Keeling,N,"Williams, D.G. (1994) Vegetation and flora of the Cocos (Keeling) Islands",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Diego Garcia,N,"Fosberg, F.R., & Bullock, A.A. (1971) List of Diego Garcia vascular plants",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Eniwetok,N,"St. John, H. (1960) Flora of Eniwetok Atoll",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Etal,N,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Funafuti,N,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Glorioso,N,"Boullet, V., Hivert, J., & Gigord, L.D.B. (2018) An updated account of the vascular flora of the Iles Eparses (Southwest Indian Ocean)",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Jaluit,N,"Fosberg, F.R., & Sachet, M.-H. (1962) Vascular plants recorded from Jaluit Atoll",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Kapingamarangi,N,"Niering, W. A. (1963) Terrestrial ecology of Kapingamarangi atoll, Caroline Islands",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Kwajalein,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Lae,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Likiep,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Losap,N,"Manner, H.I., & Sana, D. (1995) The vascular plants of Losap Atoll",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Lukunor,N,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Majuro,N,"Velde, N.V. (2003) The vascular plants of Majuro Atoll, Republic of the Marshall Islands",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Mokil,N,"Glassman, S.F. (1953) New plant records from the Eastern Caroline Islands, with a comparative study of the native plant names",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Murilo,N,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Asterales,Asteraceae
Wollastonia biflora (L.) DC.,Namoluk,N,"Marshall, M., & Fosberg, F.R. (1975) The natural history of Namoluk Atoll, Eastern Caroline Islands with identification of vascular flora",Asterales,Asteraceae
